	item_code	link	Product_Code	Video_ID
155	140135187	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/vistas-sauvignon-blanc/p/140135187	140135187	134127928
156	143589750	https://www.totalwine.com/wine/red-wine/pinot-noir/firebrand-pinot-noir/p/143589750	143589750	134434914
157	143590750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/firebrand-cabernet/p/143590750	143590750	134434916
158	140125750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/lucky-goat-cabernet-sauvignon/p/140125750	140125750	134334999
159	140127750	https://www.totalwine.com/wine/white-wine/chardonnay/lucky-goat-chardonnay/p/140127750	140127750	134335000
160	140126750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/lucky-goat-sauvignon-blanc/p/140126750	140126750	134335001
161	140128750	https://www.totalwine.com/wine/red-wine/red-blend/lucky-goat-red-blend-reserve/p/140128750	140128750	134334997
162	143561750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/a3-cabernet-sauvignon/p/143561750	143561750	145863599
163	142350175	https://www.totalwine.com/spirits/bourbon/small-batch-bourbon/black-powder-bourbon/p/142350175	142350175	146828645
164	142350750	https://www.totalwine.com/spirits/bourbon/small-batch-bourbon/black-powder-bourbon/p/142350750	142350750	146828645
165	143593750	https://www.totalwine.com/wine/red-wine/red-blend/melodramatic-red-blend/p/143593750	143593750	134631305
166	149986126	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/guinness-nitro-ipa/p/149986126	149986126	146017172
167	147702750	https://www.totalwine.com/wine/fruit-wine/sangria/duplin-sangria-north-carolina/p/147702750	147702750	138084222
168	72601750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-landat-vieilles-vignes/p/72601750	72601750	45862202
169	93541750	https://www.totalwine.com/wine/white-wine/chardonnay/javillier-bourgogne-des-forgets/p/93541750	93541750	45924831
170	95882750	https://www.totalwine.com/wine/red-wine/red-blend/duplin-bald-head-red/p/95882750	95882750	138084222
171	99697750	https://www.totalwine.com/wine/champagne-&-sparkling-wine/prosecco/santa-margherita-prosecco/p/99697750	99697750	88200134
172	9103122	https://www.totalwine.com/beer/ale/wheat-ale/leinenkugel's-honey-weiss/p/9103122	9103122	71090295
173	9103126	https://www.totalwine.com/beer/ale/wheat-ale/leinenkugel's-honey-weiss/p/9103126	9103126	71090295
174	9103127	https://www.totalwine.com/beer/ale/wheat-ale/leinenkugel's-honey-weiss/p/9103127	9103127	71090295
175	94070375	https://www.totalwine.com/wine/dessert-&-fortified-wine/bordeaux-blend/chateau-belingard-monbazillac/p/94070375	94070375	53534302
176	9103901	https://www.totalwine.com/beer/ale/wheat-ale/leinenkugel's-honey-weiss/p/9103901	9103901	71090295
177	9103903	https://www.totalwine.com/beer/ale/wheat-ale/leinenkugel's-honey-weiss/p/9103903	9103903	71090295
178	3411134	https://www.totalwine.com/beer/lager/doppelbock/samuel-adams-double-bock/p/3411134	3411134	64555884
179	7116121	https://www.totalwine.com/beer/ale/amber/red-ale/breckenridge-avalanche-amber-ale/p/7116121	7116121	58104941
180	75295750	https://www.totalwine.com/wine/red-wine/tempranillo/montecillo-rioja-gran-reserva/p/75295750	75295750	69480466
181	7116126	https://www.totalwine.com/beer/ale/amber/red-ale/breckenridge-avalanche-amber-ale/p/7116126	7116126	58104941
182	7116903	https://www.totalwine.com/beer/ale/amber/red-ale/breckenridge-avalanche-amber-ale/p/7116903	7116903	58104941
183	99833750	https://www.totalwine.com/wine/red-wine/nero-d'avola/fatascia-almanera-nero-d'avola/p/99833750	99833750	50154142
184	2597750	https://www.totalwine.com/wine/white-wine/chardonnay/santa-margherita-chardonnay/p/2597750	2597750	88200134
185	115166015	https://www.totalwine.com/wine/red-wine/rhone-blend/clos-st-michel-chateauneuf-du-pape/p/115166015	115166015	45935841
186	115166750	https://www.totalwine.com/wine/red-wine/rhone-blend/clos-st-michel-chateauneuf-du-pape/p/115166750	115166750	45935841
187	95370750	https://www.totalwine.com/wine/red-wine/tempranillo/castillo-de-clavijo-rioja-reserva/p/95370750	95370750	57217976
188	59741126	https://www.totalwine.com/beer/specialty-styles/herbed/spiced-beer/rogue-juniper-pale-ale/p/59741126	59741126	84050417
189	97083750	https://www.totalwine.com/wine/red-wine/syrah/shiraz/biltmore-estate-syrah/p/97083750	97083750	138082371
190	6887750	https://www.totalwine.com/spirits/scotch/single-malt/glengoyne-17-yr/p/6887750	6887750	77402415
191	597411901	https://www.totalwine.com/beer/specialty-styles/herbed/spiced-beer/rogue-juniper-pale-ale/p/597411901	597411901	84050417
192	95567750	https://www.totalwine.com/wine/red-wine/merlot/anakena-merlot/p/95567750	95567750	87121533
193	79201015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-napa/p/79201015	79201015	76392136
194	79201375	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-napa/p/79201375	79201375	76392136
195	79201750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-napa/p/79201750	79201750	76392136
196	97113126	https://www.totalwine.com/beer/ale/strong-ale/yards-thomas-jefferson's-ale/p/97113126	97113126	80935387
197	95674134	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/dogfish-head-90-minute-ipa/p/95674134	95674134	47723072
198	97113903	https://www.totalwine.com/beer/ale/strong-ale/yards-thomas-jefferson's-ale/p/97113903	97113903	80935387
199	14678750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-santa-cruz-mountains/p/14678750	14678750	76392136
200	95674901	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/dogfish-head-90-minute-ipa/p/95674901	95674901	47723072
201	95674903	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/dogfish-head-90-minute-ipa/p/95674903	95674903	47723072
202	17031750	https://www.totalwine.com/wine/red-wine/tempranillo/montecillo-rioja-reserva/p/17031750	17031750	45933787
203	93711750	https://www.totalwine.com/wine/champagne-&-sparkling-wine/sparkling-wine/biltmore-estate-brut/p/93711750	93711750	138082371
204	6218126	https://www.totalwine.com/beer/lager/maibock/helles-bock/rogue-dead-guy/p/6218126	6218126	82096551
205	6218128	https://www.totalwine.com/beer/lager/maibock/helles-bock/rogue-dead-guy/p/6218128	6218128	82096551
206	6218226	https://www.totalwine.com/beer/lager/maibock/helles-bock/rogue-dead-guy/p/6218226	6218226	82096551
207	6218864	https://www.totalwine.com/beer/lager/maibock/helles-bock/rogue-dead-guy/p/6218864	6218864	82096551
208	94069750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-belingard-bergerac-rouge/p/94069750	94069750	53605469
209	6218901	https://www.totalwine.com/beer/lager/maibock/helles-bock/rogue-dead-guy/p/6218901	6218901	82096551
210	102384903	https://www.totalwine.com/beer/lager/czech-pilsner/sierra-nevada-summerfest-lager/p/102384903	102384903	61283557
211	19734122	https://www.totalwine.com/beer/lager/czech-pilsner/sierra-nevada-summerfest-lager/p/19734122	19734122	61283557
212	19734126	https://www.totalwine.com/beer/lager/czech-pilsner/sierra-nevada-summerfest-lager/p/19734126	19734126	61283557
213	1171015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/jordan-cabernet/p/1171015	1171015	87269685
214	13011126	https://www.totalwine.com/beer/specialty-styles/winter-warmer/redhook-winterhook-winter-ale/p/13011126	13011126	44729691
215	1171750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/jordan-cabernet/p/1171750	1171750	87269685
216	19734127	https://www.totalwine.com/beer/lager/czech-pilsner/sierra-nevada-summerfest-lager/p/19734127	19734127	61283557
217	13011127	https://www.totalwine.com/beer/specialty-styles/winter-warmer/redhook-winterhook-winter-ale/p/13011127	13011127	44729691
218	19734901	https://www.totalwine.com/beer/lager/czech-pilsner/sierra-nevada-summerfest-lager/p/19734901	19734901	61283557
219	13305750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/salmon-sancerre-vieilles-vignes/p/13305750	13305750	98732175
220	13011226	https://www.totalwine.com/beer/specialty-styles/winter-warmer/redhook-winterhook-winter-ale/p/13011226	13011226	44729691
221	13011901	https://www.totalwine.com/beer/specialty-styles/winter-warmer/redhook-winterhook-winter-ale/p/13011901	13011901	44729691
222	13011903	https://www.totalwine.com/beer/specialty-styles/winter-warmer/redhook-winterhook-winter-ale/p/13011903	13011903	44729691
223	95406126	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/shipyard-ipa/p/95406126	95406126	145906105
224	14679750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-diamond-mountain/p/14679750	14679750	76392805
225	95862750	https://www.totalwine.com/wine/red-wine/tempranillo/castillo-de-clavijo-rioja-gran-reserva/p/95862750	95862750	57217978
226	93715750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/biltmore-estate-sauvignon-blanc/p/93715750	93715750	138082371
227	14375121	https://www.totalwine.com/beer/ale/wheat-ale/avery-white-rascal/p/14375121	14375121	61094595
228	14375122	https://www.totalwine.com/beer/ale/wheat-ale/avery-white-rascal/p/14375122	14375122	61094595
229	14375126	https://www.totalwine.com/beer/ale/wheat-ale/avery-white-rascal/p/14375126	14375126	61094595
230	14375901	https://www.totalwine.com/beer/ale/wheat-ale/avery-white-rascal/p/14375901	14375901	61094595
231	14375903	https://www.totalwine.com/beer/ale/wheat-ale/avery-white-rascal/p/14375903	14375903	61094595
